speaker,recording_id,word,t_start,t_end,duration,wav_path
AB,ab_rus_list1_FRcorp10,dis,0.67,1.14,0.47,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp10.wav
AB,ab_rus_list1_FRcorp10,juxtaposer,1.3669523510029715,2.47,1.103,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp10.wav
AB,ab_rus_list1_FRcorp10,trois,2.83,3.14,0.31,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp10.wav
AB,ab_rus_list1_FRcorp10,fois,3.14,3.55,0.41,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp10.wav
AB,ab_rus_list1_FRcorp11,dis,0.83,1.22,0.39,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp11.wav
AB,ab_rus_list1_FRcorp11,pas,1.51,1.71,0.2,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp11.wav
AB,ab_rus_list1_FRcorp11,ceux,1.71,2.15,0.44,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp11.wav
AB,ab_rus_list1_FRcorp11,trois,2.51,2.83,0.32,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp11.wav
AB,ab_rus_list1_FRcorp11,fois,2.83,3.23,0.4,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp11.wav
AB,ab_rus_list1_FRcorp12,dis,0.65,1.01,0.36,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp12.wav
AB,ab_rus_list1_FRcorp12,garage,1.081986253650056,1.79,0.708,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp12.wav
AB,ab_rus_list1_FRcorp12,trois,2.04,2.36,0.32,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp12.wav
AB,ab_rus_list1_FRcorp12,fois,2.36,2.76,0.4,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp12.wav
AB,ab_rus_list1_FRcorp13,dis,0.67,1.05,0.38,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp13.wav
AB,ab_rus_list1_FRcorp13,tsarine,1.1313662512940106,1.73,0.5986,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp13.wav
AB,ab_rus_list1_FRcorp13,trois,2.06,2.39,0.33,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp13.wav
AB,ab_rus_list1_FRcorp13,fois,2.39,2.77,0.38,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp13.wav
AB,ab_rus_list1_FRcorp14,dis,0.58,0.93,0.35,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp14.wav
AB,ab_rus_list1_FRcorp14,cache,1.04,1.43,0.39,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp14.wav
AB,ab_rus_list1_FRcorp14,cache,1.43,1.93,0.5,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp14.wav
AB,ab_rus_list1_FRcorp14,trois,2.24,2.54,0.3,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp14.wav
AB,ab_rus_list1_FRcorp14,fois,2.54,2.94,0.4,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp14.wav
AB,ab_rus_list1_FRcorp15,dis,0.61,0.97,0.36,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp15.wav
AB,ab_rus_list1_FRcorp15,tsarine,1.084102224079289,1.66,0.5759,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp15.wav
AB,ab_rus_list1_FRcorp15,trois,2.03,2.36,0.33,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp15.wav
AB,ab_rus_list1_FRcorp15,fois,2.36,2.76,0.4,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp15.wav
AB,ab_rus_list1_FRcorp16,dis,0.66,1.06,0.4,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp16.wav
AB,ab_rus_list1_FRcorp16,tulle,1.2314924785613477,1.59,0.3585,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp16.wav
AB,ab_rus_list1_FRcorp16,trois,1.87,2.19,0.32,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp16.wav
AB,ab_rus_list1_FRcorp16,fois,2.19,2.59,0.4,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp16.wav
AB,ab_rus_list1_FRcorp17,dis,0.69,1.07,0.38,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp17.wav
AB,ab_rus_list1_FRcorp17,louche,1.2488249323025742,1.73,0.4812,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp17.wav
AB,ab_rus_list1_FRcorp17,trois,1.98,2.29,0.31,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp17.wav
AB,ab_rus_list1_FRcorp17,fois,2.29,2.71,0.42,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp17.wav
AB,ab_rus_list1_FRcorp18,dis,0.57,0.96,0.39,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp18.wav
AB,ab_rus_list1_FRcorp18,j'en,1.13,1.48,0.35,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp18.wav
AB,ab_rus_list1_FRcorp18,chie,1.48,1.88,0.4,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp18.wav
AB,ab_rus_list1_FRcorp18,trois,2.09,2.41,0.32,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp18.wav
AB,ab_rus_list1_FRcorp18,fois,2.41,2.8,0.39,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp18.wav
AB,ab_rus_list1_FRcorp19,dis,0.71,1.08,0.37,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp19.wav
AB,ab_rus_list1_FRcorp19,pas,1.23,1.43,0.2,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp19.wav
AB,ab_rus_list1_FRcorp19,ceux,1.43,1.86,0.43,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp19.wav
AB,ab_rus_list1_FRcorp19,trois,2.09,2.39,0.3,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp19.wav
AB,ab_rus_list1_FRcorp19,fois,2.39,2.83,0.44,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp19.wav
AB,ab_rus_list1_FRcorp1,dis,1.1,1.57,0.47,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp1.wav
AB,ab_rus_list1_FRcorp1,j'en,1.62,2.07,0.45,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp1.wav
AB,ab_rus_list1_FRcorp1,chie,2.07,2.5,0.43,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp1.wav
AB,ab_rus_list1_FRcorp1,trois,2.55,2.97,0.42,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp1.wav
AB,ab_rus_list1_FRcorp1,fois,2.97,3.39,0.42,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp1.wav
AB,ab_rus_list1_FRcorp20,dis,0.629699583740047,1.06,0.4303,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp20.wav
AB,ab_rus_list1_FRcorp20,divan,1.138552213190355,1.6820993401031838,0.5435,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp20.wav
AB,ab_rus_list1_FRcorp20,trois,2.16,2.47,0.31,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp20.wav
AB,ab_rus_list1_FRcorp20,fois,2.47,2.93,0.46,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp20.wav
AB,ab_rus_list1_FRcorp21,dis,0.65,1.01,0.36,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp21.wav
AB,ab_rus_list1_FRcorp21,hier,1.0978742120264258,1.59,0.4921,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp21.wav
AB,ab_rus_list1_FRcorp21,trois,1.73,2.05,0.32,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp21.wav
AB,ab_rus_list1_FRcorp21,fois,2.05,2.45,0.4,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp21.wav
AB,ab_rus_list1_FRcorp22,dis,0.64,1.03,0.39,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp22.wav
AB,ab_rus_list1_FRcorp22,pour,1.19,1.45,0.26,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp22.wav
AB,ab_rus_list1_FRcorp22,gabriel,1.45,2.15,0.7,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp22.wav
AB,ab_rus_list1_FRcorp22,trois,2.36,2.67,0.31,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp22.wav
AB,ab_rus_list1_FRcorp22,fois,2.67,3.06,0.39,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp22.wav
AB,ab_rus_list1_FRcorp23,dis,0.72,1.1,0.38,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp23.wav
AB,ab_rus_list1_FRcorp23,sérieux,1.1682507914433304,1.84,0.6717,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp23.wav
AB,ab_rus_list1_FRcorp23,trois,2.17,2.45,0.28,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp23.wav
AB,ab_rus_list1_FRcorp23,fois,2.45,2.85,0.4,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp23.wav
AB,ab_rus_list1_FRcorp24,la,0.73,0.99,0.26,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp24.wav
AB,ab_rus_list1_FRcorp24,roue,0.99,1.29,0.3,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp24.wav
AB,ab_rus_list1_FRcorp24,sur,1.5,1.86,0.36,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp24.wav
AB,ab_rus_list1_FRcorp24,la,1.86,2.18,0.32,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp24.wav
AB,ab_rus_list1_FRcorp24,rue,2.18,2.5,0.32,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp24.wav
AB,ab_rus_list1_FRcorp24,roule,2.766332090140442,3.11,0.3437,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp24.wav
AB,ab_rus_list1_FRcorp24,la,3.84,4.16,0.32,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp24.wav
AB,ab_rus_list1_FRcorp24,rue,4.23,4.69,0.46,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp24.wav
AB,ab_rus_list1_FRcorp24,sous,4.77,5.06913146376673,0.2991,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp24.wav
AB,ab_rus_list1_FRcorp24,la,5.06913146376673,5.43,0.3609,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp24.wav
AB,ab_rus_list1_FRcorp24,roue,5.69,5.99,0.3,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp24.wav
AB,ab_rus_list1_FRcorp24,reste,6.31,6.78,0.47,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp24.wav
AB,ab_rus_list1_FRcorp25,dis,0.91,1.21,0.3,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp25.wav
AB,ab_rus_list1_FRcorp25,pas,1.21,1.4475790201151586,0.2376,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp25.wav
AB,ab_rus_list1_FRcorp25,ceux,1.4475790201151586,1.87,0.4224,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp25.wav
AB,ab_rus_list1_FRcorp25,trois,2.09,2.43,0.34,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp25.wav
AB,ab_rus_list1_FRcorp25,fois,2.43,2.84,0.41,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp25.wav
AB,ab_rus_list1_FRcorp26,dis,0.6341040649038336,1.04,0.4059,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp26.wav
AB,ab_rus_list1_FRcorp26,cache,1.18,1.54,0.36,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp26.wav
AB,ab_rus_list1_FRcorp26,cache,1.54,1.99,0.45,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp26.wav
AB,ab_rus_list1_FRcorp26,trois,2.32,2.62,0.3,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp26.wav
AB,ab_rus_list1_FRcorp26,fois,2.62,3.03,0.41,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp26.wav
AB,ab_rus_list1_FRcorp27,dis,0.5966759099454143,1.01,0.4133,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp27.wav
AB,ab_rus_list1_FRcorp27,louche,1.09,1.583760322222251,0.4938,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp27.wav
AB,ab_rus_list1_FRcorp27,trois,1.88,2.2,0.32,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp27.wav
AB,ab_rus_list1_FRcorp27,fois,2.2,2.59,0.39,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp27.wav
AB,ab_rus_list1_FRcorp28,dis,0.5485723643446617,0.91,0.3614,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp28.wav
AB,ab_rus_list1_FRcorp28,j'en,1.03,1.39,0.36,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp28.wav
AB,ab_rus_list1_FRcorp28,chie,1.39,1.78,0.39,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp28.wav
AB,ab_rus_list1_FRcorp28,trois,1.98,2.3093496468005474,0.3293,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp28.wav
AB,ab_rus_list1_FRcorp28,fois,2.3093496468005474,2.71,0.4007,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp28.wav
AB,ab_rus_list1_FRcorp29,dis,0.54,0.91,0.37,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp29.wav
AB,ab_rus_list1_FRcorp29,divan,0.9770641774576482,1.52,0.5429,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp29.wav
AB,ab_rus_list1_FRcorp29,trois,1.91,2.26,0.35,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp29.wav
AB,ab_rus_list1_FRcorp29,fois,2.26,2.65,0.39,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp29.wav
AB,ab_rus_list1_FRcorp2,dis,0.84,1.27,0.43,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp2.wav
AB,ab_rus_list1_FRcorp2,sérieux,1.4566119234452108,2.2000653537108685,0.7435,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp2.wav
AB,ab_rus_list1_FRcorp2,trois,2.4,2.75,0.35,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp2.wav
AB,ab_rus_list1_FRcorp2,fois,2.75,3.17,0.42,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp2.wav
AB,ab_rus_list1_FRcorp30,dis,0.5553225598933494,0.96,0.4047,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp30.wav
AB,ab_rus_list1_FRcorp30,hier,1.06,1.59,0.53,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp30.wav
AB,ab_rus_list1_FRcorp30,trois,1.72,2.05,0.33,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp30.wav
AB,ab_rus_list1_FRcorp30,fois,2.05,2.47,0.42,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp30.wav
AB,ab_rus_list1_FRcorp31,dis,0.68,1.08,0.4,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp31.wav
AB,ab_rus_list1_FRcorp31,sérieux,1.15,1.82,0.67,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp31.wav
AB,ab_rus_list1_FRcorp31,trois,2.09,2.4,0.31,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp31.wav
AB,ab_rus_list1_FRcorp31,fois,2.4,2.81,0.41,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp31.wav
AB,ab_rus_list1_FRcorp32,dis,0.58,0.94,0.36,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp32.wav
AB,ab_rus_list1_FRcorp32,tsarine,1.0143887060188663,1.61,0.5956,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp32.wav
AB,ab_rus_list1_FRcorp32,trois,1.89,2.21,0.32,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp32.wav
AB,ab_rus_list1_FRcorp32,fois,2.21,2.62,0.41,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp32.wav
AB,ab_rus_list1_FRcorp33,dis,0.6135535608636954,0.99,0.3764,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp33.wav
AB,ab_rus_list1_FRcorp33,pour,1.11,1.4,0.29,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp33.wav
AB,ab_rus_list1_FRcorp33,gabriel,1.4,2.07,0.67,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp33.wav
AB,ab_rus_list1_FRcorp33,trois,2.29,2.64,0.35,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp33.wav
AB,ab_rus_list1_FRcorp33,fois,2.64,3.08,0.44,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp33.wav
AB,ab_rus_list1_FRcorp34,dis,0.5556903553888057,0.94,0.3843,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp34.wav
AB,ab_rus_list1_FRcorp34,tulle,1.12,1.49,0.37,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp34.wav
AB,ab_rus_list1_FRcorp34,trois,1.78,2.13,0.35,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp34.wav
AB,ab_rus_list1_FRcorp34,fois,2.13,2.56,0.43,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp34.wav
AB,ab_rus_list1_FRcorp35,dis,0.5048424584201082,0.82,0.3152,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp35.wav
AB,ab_rus_list1_FRcorp35,garage,0.85,1.55,0.7,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp35.wav
AB,ab_rus_list1_FRcorp35,trois,1.76,2.09,0.33,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp35.wav
AB,ab_rus_list1_FRcorp35,fois,2.09,2.52,0.43,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp35.wav
AB,ab_rus_list1_FRcorp36,dis,0.4469637606747776,0.85,0.403,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp36.wav
AB,ab_rus_list1_FRcorp36,juxtaposer,1.000430698507838,1.97,0.9696,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp36.wav
AB,ab_rus_list1_FRcorp36,trois,2.33,2.66,0.33,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp36.wav
AB,ab_rus_list1_FRcorp36,fois,2.66,3.08,0.42,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp36.wav
AB,ab_rus_list1_FRcorp37,la,1.3,1.66,0.36,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp37.wav
AB,ab_rus_list1_FRcorp37,roue,1.7,2.06,0.36,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp37.wav
AB,ab_rus_list1_FRcorp37,sur,2.2,2.57,0.37,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp37.wav
AB,ab_rus_list1_FRcorp37,la,2.6,2.9,0.3,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp37.wav
AB,ab_rus_list1_FRcorp37,rue,2.96,3.31,0.35,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp37.wav
AB,ab_rus_list1_FRcorp37,roule,3.55,3.92,0.37,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp37.wav
AB,ab_rus_list1_FRcorp37,la,4.5,4.79,0.29,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp37.wav
AB,ab_rus_list1_FRcorp37,rue,4.84,5.23,0.39,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp37.wav
AB,ab_rus_list1_FRcorp37,sous,5.42,5.71,0.29,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp37.wav
AB,ab_rus_list1_FRcorp37,l,5.71,5.81,0.1,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp37.wav
AB,ab_rus_list1_FRcorp37,sous,6.081355924156853,6.505625708388196,0.4243,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp37.wav
AB,ab_rus_list1_FRcorp37,sous,6.6487528645144325,6.873666966998519,0.2249,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/AB/ab_rus_list1_FRcorp37.wav
