speaker,recording_id,word,t_start,t_end,duration,wav_path
MD,md_fra_list1_FRcorp59,rue,3.1,3.35,0.25,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp59.wav
MD,md_fra_list1_FRcorp59,sous,3.35,3.53,0.18,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp59.wav
MD,md_fra_list1_FRcorp59,la,3.53,3.64,0.11,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp59.wav
MD,md_fra_list1_FRcorp59,roue,3.64,3.92,0.28,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp59.wav
MD,md_fra_list1_FRcorp59,reste,3.95,4.33,0.38,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp59.wav
MD,md_fra_list1_FRcorp5,dis,0.45,0.73,0.28,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp5.wav
MD,md_fra_list1_FRcorp5,divan,0.73,1.08,0.35,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp5.wav
MD,md_fra_list1_FRcorp5,trois,1.08,1.28,0.2,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp5.wav
MD,md_fra_list1_FRcorp5,fois,1.28,1.51,0.23,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp5.wav
MD,md_fra_list1_FRcorp60,dis,0.43,0.74,0.31,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp60.wav
MD,md_fra_list1_FRcorp60,pour,0.85,1.04,0.19,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp60.wav
MD,md_fra_list1_FRcorp60,gabriel,1.04,1.56,0.52,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp60.wav
MD,md_fra_list1_FRcorp60,trois,1.68,1.86,0.18,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp60.wav
MD,md_fra_list1_FRcorp60,fois,1.86,2.12,0.26,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp60.wav
MD,md_fra_list1_FRcorp61,dis,0.34,0.58,0.24,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp61.wav
MD,md_fra_list1_FRcorp61,juxtaposer,0.58,1.21,0.63,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp61.wav
MD,md_fra_list1_FRcorp61,trois,1.21,1.41,0.2,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp61.wav
MD,md_fra_list1_FRcorp61,fois,1.41,1.65,0.24,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp61.wav
MD,md_fra_list1_FRcorp62,dis,0.35,0.52,0.17,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp62.wav
MD,md_fra_list1_FRcorp62,louche,0.52,0.87,0.35,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp62.wav
MD,md_fra_list1_FRcorp62,trois,0.87,1.05,0.18,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp62.wav
MD,md_fra_list1_FRcorp62,fois,1.05,1.29,0.24,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp62.wav
MD,md_fra_list1_FRcorp63,dis,0.33,0.52,0.19,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp63.wav
MD,md_fra_list1_FRcorp63,hier,0.55,0.88,0.33,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp63.wav
MD,md_fra_list1_FRcorp63,trois,0.88,1.07,0.19,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp63.wav
MD,md_fra_list1_FRcorp63,fois,1.07,1.29,0.22,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp63.wav
MD,md_fra_list1_FRcorp64,la,0.5095312137234007,0.74,0.2305,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp64.wav
MD,md_fra_list1_FRcorp64,roue,0.74,1.07,0.33,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp64.wav
MD,md_fra_list1_FRcorp64,sur,1.07,1.26,0.19,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp64.wav
MD,md_fra_list1_FRcorp64,la,1.26,1.37,0.11,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp64.wav
MD,md_fra_list1_FRcorp64,rue,1.37,1.53,0.16,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp64.wav
MD,md_fra_list1_FRcorp64,roule,1.53,1.96,0.43,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp64.wav
MD,md_fra_list1_FRcorp64,la,2.07,2.22,0.15,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp64.wav
MD,md_fra_list1_FRcorp64,rue,2.22,2.55,0.33,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp64.wav
MD,md_fra_list1_FRcorp64,sous,2.55,2.71,0.16,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp64.wav
MD,md_fra_list1_FRcorp64,la,2.71,2.84,0.13,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp64.wav
MD,md_fra_list1_FRcorp64,roue,2.84,3.09,0.25,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp64.wav
MD,md_fra_list1_FRcorp64,reste,3.09,3.54,0.45,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp64.wav
MD,md_fra_list1_FRcorp65,dis,0.46,0.6,0.14,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp65.wav
MD,md_fra_list1_FRcorp65,louche,0.6,0.85,0.25,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp65.wav
MD,md_fra_list1_FRcorp65,trois,0.85,1.02,0.17,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp65.wav
MD,md_fra_list1_FRcorp65,fois,1.02,1.22,0.2,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp65.wav
MD,md_fra_list1_FRcorp66,dis,0.27,0.4367829675320915,0.1668,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp66.wav
MD,md_fra_list1_FRcorp66,garage,0.4367829675320915,0.78,0.3432,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp66.wav
MD,md_fra_list1_FRcorp66,trois,0.78,0.92,0.14,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp66.wav
MD,md_fra_list1_FRcorp66,fois,0.92,1.0745218094691646,0.1545,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp66.wav
MD,md_fra_list1_FRcorp67,dis,0.29,0.47,0.18,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp67.wav
MD,md_fra_list1_FRcorp67,cache,0.47,0.7,0.23,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp67.wav
MD,md_fra_list1_FRcorp67,cache,0.7,0.92,0.22,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp67.wav
MD,md_fra_list1_FRcorp67,trois,0.92,1.09,0.17,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp67.wav
MD,md_fra_list1_FRcorp67,fois,1.09,1.26,0.17,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp67.wav
MD,md_fra_list1_FRcorp68,dis,0.71,0.87,0.16,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp68.wav
MD,md_fra_list1_FRcorp68,divan,0.87,1.19,0.32,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp68.wav
MD,md_fra_list1_FRcorp68,trois,1.19,1.3711369660383868,0.1811,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp68.wav
MD,md_fra_list1_FRcorp68,fois,1.3711369660383868,1.6066586053219012,0.2355,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp68.wav
MD,md_fra_list1_FRcorp69,dis,0.59,0.8317567368640205,0.2418,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp69.wav
MD,md_fra_list1_FRcorp69,sérieux,0.8317567368640205,1.21,0.3782,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp69.wav
MD,md_fra_list1_FRcorp69,trois,1.21,1.4,0.19,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp69.wav
MD,md_fra_list1_FRcorp69,fois,1.4,1.61,0.21,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp69.wav
MD,md_fra_list1_FRcorp6,dis,0.34,0.57,0.23,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp6.wav
MD,md_fra_list1_FRcorp6,pour,0.57,0.83,0.26,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp6.wav
MD,md_fra_list1_FRcorp6,gabriel,0.83,1.25,0.42,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp6.wav
MD,md_fra_list1_FRcorp6,trois,1.25,1.42,0.17,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp6.wav
MD,md_fra_list1_FRcorp6,fois,1.42,1.68,0.26,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp6.wav
MD,md_fra_list1_FRcorp70,dis,0.45,0.75,0.3,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp70.wav
MD,md_fra_list1_FRcorp70,juxtaposer,0.81,1.49,0.68,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp70.wav
MD,md_fra_list1_FRcorp70,trois,1.49,1.68,0.19,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp70.wav
MD,md_fra_list1_FRcorp70,fois,1.68,1.93,0.25,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp70.wav
MD,md_fra_list1_FRcorp71,dis,0.4,0.61,0.21,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp71.wav
MD,md_fra_list1_FRcorp71,garage,0.61,0.99,0.38,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp71.wav
MD,md_fra_list1_FRcorp71,trois,0.99,1.15,0.16,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp71.wav
MD,md_fra_list1_FRcorp71,fois,1.15,1.37,0.22,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp71.wav
MD,md_fra_list1_FRcorp72,dis,0.29,0.5227312184806712,0.2327,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp72.wav
MD,md_fra_list1_FRcorp72,j'en,0.5227312184806712,0.7,0.1773,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp72.wav
MD,md_fra_list1_FRcorp72,chie,0.7,1.07,0.37,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp72.wav
MD,md_fra_list1_FRcorp72,trois,1.1,1.27,0.17,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp72.wav
MD,md_fra_list1_FRcorp72,fois,1.27,1.5,0.23,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp72.wav
MD,md_fra_list1_FRcorp73,dis,0.34,0.66,0.32,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp73.wav
MD,md_fra_list1_FRcorp73,juxtaposer,0.66,1.23,0.57,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp73.wav
MD,md_fra_list1_FRcorp73,trois,1.23,1.41,0.18,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp73.wav
MD,md_fra_list1_FRcorp73,fois,1.41,1.63,0.22,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp73.wav
MD,md_fra_list1_FRcorp74,dis,0.76,0.98,0.22,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp74.wav
MD,md_fra_list1_FRcorp74,pas,0.98,1.16,0.18,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp74.wav
MD,md_fra_list1_FRcorp74,ceux,1.16,1.41,0.25,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp74.wav
MD,md_fra_list1_FRcorp74,trois,1.41,1.61,0.2,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp74.wav
MD,md_fra_list1_FRcorp74,fois,1.61,1.85,0.24,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp74.wav
MD,md_fra_list1_FRcorp75,dis,0.8,1.1,0.3,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp75.wav
MD,md_fra_list1_FRcorp75,pour,1.14,1.34,0.2,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp75.wav
MD,md_fra_list1_FRcorp75,gabriel,1.34,1.81,0.47,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp75.wav
MD,md_fra_list1_FRcorp75,trois,1.81,2.0,0.19,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp75.wav
MD,md_fra_list1_FRcorp75,fois,2.0,2.23,0.23,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp75.wav
MD,md_fra_list1_FRcorp76,dis,0.49,0.74,0.25,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp76.wav
MD,md_fra_list1_FRcorp76,hier,0.79,1.21,0.42,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp76.wav
MD,md_fra_list1_FRcorp76,trois,1.21,1.42,0.21,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp76.wav
MD,md_fra_list1_FRcorp76,fois,1.42,1.67,0.25,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp76.wav
MD,md_fra_list1_FRcorp77,dis,0.43,0.61,0.18,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp77.wav
MD,md_fra_list1_FRcorp77,tulle,0.61,1.03,0.42,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp77.wav
MD,md_fra_list1_FRcorp77,trois,1.03,1.23,0.2,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp77.wav
MD,md_fra_list1_FRcorp77,fois,1.23,1.5,0.27,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp77.wav
MD,md_fra_list1_FRcorp78,dis,0.37,0.58,0.21,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp78.wav
MD,md_fra_list1_FRcorp78,tsarine,0.6448100330900288,1.03,0.3852,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp78.wav
MD,md_fra_list1_FRcorp78,trois,1.03,1.21,0.18,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp78.wav
MD,md_fra_list1_FRcorp78,fois,1.21,1.44,0.23,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp78.wav
MD,md_fra_list1_FRcorp7,dis,0.31,0.58,0.27,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp7.wav
MD,md_fra_list1_FRcorp7,louche,0.58,1.06,0.48,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp7.wav
MD,md_fra_list1_FRcorp7,trois,1.17,1.34,0.17,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp7.wav
MD,md_fra_list1_FRcorp7,fois,1.34,1.59,0.25,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp7.wav
MD,md_fra_list1_FRcorp8,la,0.66,0.89,0.23,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp8.wav
MD,md_fra_list1_FRcorp8,roue,0.89,1.3,0.41,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp8.wav
MD,md_fra_list1_FRcorp8,sur,1.3,1.55,0.25,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp8.wav
MD,md_fra_list1_FRcorp8,la,1.55,1.69,0.14,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp8.wav
MD,md_fra_list1_FRcorp8,rue,1.69,1.85,0.16,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp8.wav
MD,md_fra_list1_FRcorp8,roule,1.85,2.29,0.44,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp8.wav
MD,md_fra_list1_FRcorp8,la,2.49,2.71,0.22,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp8.wav
MD,md_fra_list1_FRcorp8,rue,2.71,2.91,0.2,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp8.wav
MD,md_fra_list1_FRcorp8,sous,2.91,3.1,0.19,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp8.wav
MD,md_fra_list1_FRcorp8,la,3.1,3.19,0.09,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp8.wav
MD,md_fra_list1_FRcorp8,roue,3.19,3.38,0.19,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp8.wav
MD,md_fra_list1_FRcorp8,reste,3.38,3.75,0.37,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp8.wav
MD,md_fra_list1_FRcorp9,dis,0.75,0.99,0.24,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp9.wav
MD,md_fra_list1_FRcorp9,tulle,0.99,1.43,0.44,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp9.wav
MD,md_fra_list1_FRcorp9,trois,1.49,1.67,0.18,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp9.wav
MD,md_fra_list1_FRcorp9,fois,1.67,1.94,0.27,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MD/md_fra_list1_FRcorp9.wav
MM,mm_rus_list1_FRcorp10,dis,0.82,1.193791718625422,0.3738,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MM/mm_rus_list1_FRcorp10.wav
MM,mm_rus_list1_FRcorp10,juxtaposer,1.193791718625422,2.16,0.9662,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MM/mm_rus_list1_FRcorp10.wav
MM,mm_rus_list1_FRcorp10,trois,2.19,2.49,0.3,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MM/mm_rus_list1_FRcorp10.wav
MM,mm_rus_list1_FRcorp10,fois,2.49,2.88,0.39,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MM/mm_rus_list1_FRcorp10.wav
MM,mm_rus_list1_FRcorp11,dis,0.56,0.8,0.24,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MM/mm_rus_list1_FRcorp11.wav
MM,mm_rus_list1_FRcorp11,pas,0.8,1.26,0.46,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MM/mm_rus_list1_FRcorp11.wav
MM,mm_rus_list1_FRcorp11,ceux,1.5,1.81,0.31,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MM/mm_rus_list1_FRcorp11.wav
MM,mm_rus_list1_FRcorp11,trois,1.81,2.164094633855668,0.3541,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MM/mm_rus_list1_FRcorp11.wav
MM,mm_rus_list1_FRcorp11,fois,2.164094633855668,2.588791839113509,0.4247,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MM/mm_rus_list1_FRcorp11.wav
MM,mm_rus_list1_FRcorp12,dis,0.53,0.8,0.27,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MM/mm_rus_list1_FRcorp12.wav
MM,mm_rus_list1_FRcorp12,garage,0.8,1.39,0.59,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MM/mm_rus_list1_FRcorp12.wav
MM,mm_rus_list1_FRcorp12,trois,1.39,1.7238629904618474,0.3339,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MM/mm_rus_list1_FRcorp12.wav
MM,mm_rus_list1_FRcorp12,fois,1.7238629904618474,2.14,0.4161,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MM/mm_rus_list1_FRcorp12.wav
MM,mm_rus_list1_FRcorp13,dis,0.81,1.0226534357331163,0.2127,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MM/mm_rus_list1_FRcorp13.wav
MM,mm_rus_list1_FRcorp13,tsarine,1.0226534357331163,1.69,0.6673,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MM/mm_rus_list1_FRcorp13.wav
MM,mm_rus_list1_FRcorp13,trois,1.73,2.04,0.31,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MM/mm_rus_list1_FRcorp13.wav
MM,mm_rus_list1_FRcorp13,fois,2.04,2.454031732296055,0.414,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MM/mm_rus_list1_FRcorp13.wav
MM,mm_rus_list1_FRcorp14,dis,0.59,0.81,0.22,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MM/mm_rus_list1_FRcorp14.wav
MM,mm_rus_list1_FRcorp14,cache,0.81,1.15,0.34,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MM/mm_rus_list1_FRcorp14.wav
MM,mm_rus_list1_FRcorp14,cache,1.15,1.45,0.3,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MM/mm_rus_list1_FRcorp14.wav
MM,mm_rus_list1_FRcorp14,trois,1.45,1.83,0.38,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MM/mm_rus_list1_FRcorp14.wav
MM,mm_rus_list1_FRcorp14,fois,1.83,2.25,0.42,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MM/mm_rus_list1_FRcorp14.wav
MM,mm_rus_list1_FRcorp15,dis,0.54,0.7508526174195762,0.2109,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MM/mm_rus_list1_FRcorp15.wav
MM,mm_rus_list1_FRcorp15,tsarine,0.7508526174195762,1.3681394224638843,0.6173,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MM/mm_rus_list1_FRcorp15.wav
MM,mm_rus_list1_FRcorp15,trois,1.44,1.75,0.31,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MM/mm_rus_list1_FRcorp15.wav
MM,mm_rus_list1_FRcorp15,fois,1.75,2.15,0.4,/mnt/d/Аня/2025_2026/data skills/last lab/FRcorp_textgrids_only/MM/mm_rus_list1_FRcorp15.wav
